,Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,Style
4243,15997,35.0,1.063,1.011,6.83,25.49,5.37,41.0,60,1.054,60.0,3.0,Specific Gravity,All Grain,0.5,20.0,Saison
4244,16000,20.82,1.115,1.015,13.1,40.18,6.5,28.39,60,1.084,70.0,1.5,Specific Gravity,All Grain,0.35,20.56,American IPA
4245,16005,41.64,1.027,1.006,2.71,111.78,5.21,49.21,60,1.023,35.0,1.5,Specific Gravity,All Grain,0.75,20.0,American IPA
4246,16011,39.75,1.072,1.016,7.36,69.23,8.98,45.8,60,1.063,78.0,1.4,Specific Gravity,All Grain,2.0,10.0,Imperial IPA
4247,16016,37.85,1.084,1.025,7.78,84.21,8.85,49.21,60,1.065,70.0,1.5,Specific Gravity,All Grain,0.35,21.11,Imperial IPA
4248,16019,20.82,1.054,1.011,5.71,30.36,5.54,28.39,60,1.04,72.0,1.25,Specific Gravity,All Grain,0.75,21.11,Saison
4249,16021,20.82,1.0490000000000002,1.013,4.64,38.23,11.65,26.5,60,1.038,65.0,1.0,Specific Gravity,All Grain,1.0,18.33,American Pale Ale
4250,16029,37.85,1.075,1.017,7.58,77.89,9.5,45.42,60,1.062,70.0,1.5,Specific Gravity,All Grain,1.0,20.0,Imperial IPA
4251,16030,23.0,1.067,1.012,7.23,60.96,7.07,31.0,60,1.05,70.0,3.0,Specific Gravity,All Grain,0.35,18.0,American IPA
4252,16033,58.67,1.0659999999999998,1.014,6.86,32.93,11.23,70.03,60,1.055,80.0,1.5,Specific Gravity,All Grain,0.35,20.0,American Amber Ale
4253,16036,41.64,1.098,1.02,10.2,59.81,19.73,49.21,60,1.083,75.0,1.5,Specific Gravity,All Grain,1.25,20.0,Imperial IPA
4254,16040,30.0,1.063,1.004,7.72,26.83,5.53,45.0,80,1.042,63.0,2.5,Specific Gravity,All Grain,0.35,23.0,Saison
4255,16044,22.71,1.052,1.01,5.53,23.07,14.76,26.5,60,1.045,59.0,1.5,Specific Gravity,All Grain,1.25,18.33,Irish Red Ale
4256,16046,19.87,1.05,1.014,4.8,20.4,35.95,28.39,90,1.035,58.0,1.0,Specific Gravity,All Grain,0.75,21.11,American Stout
4257,16049,20.82,1.057,1.014,5.74,20.15,5.62,26.5,60,1.045,75.0,1.5,Specific Gravity,All Grain,0.75,15.56,Blonde Ale
4258,16055,22.71,1.056,1.013,5.64,23.37,18.68,28.39,60,1.045,72.0,1.25,Specific Gravity,All Grain,1.0,20.0,American Brown Ale
4259,16057,21.0,1.072,1.021,6.73,80.06,14.11,27.5,80,1.055,74.0,3.4,Specific Gravity,All Grain,0.75,20.0,Imperial IPA
4260,16060,18.0,1.054,1.015,5.18,38.94,6.82,26.0,60,1.038,70.0,3.0,Specific Gravity,All Grain,0.35,18.0,American Light Lager
4261,16061,454.25,1.057,1.012,5.87,34.68,34.19,473.18,75,1.055,78.0,1.75,Specific Gravity,All Grain,0.35,20.0,American Light Lager
4262,16067,20.82,1.054,1.012,5.49,36.97,6.68,26.88,60,1.042,67.0,1.5,Specific Gravity,All Grain,0.35,20.0,American Pale Ale
4263,16072,11.36,1.063,1.012,6.79,19.15,3.83,13.25,90,1.054,93.0,1.25,Specific Gravity,All Grain,0.75,20.0,Saison
4264,16080,25.0,1.0659999999999998,1.016,6.64,60.81,8.38,30.0,60,1.055,70.0,3.0,Specific Gravity,All Grain,0.75,18.0,American IPA
4265,16082,20.82,1.061,1.012,6.44,46.15,6.02,26.5,75,1.048,75.0,1.25,Specific Gravity,All Grain,0.75,21.11,American Pale Ale
4266,16084,20.82,1.071,1.016,7.27,76.16,8.16,28.39,75,1.047,80.0,1.25,Specific Gravity,All Grain,1.25,20.0,Imperial IPA
4267,16086,23.47,1.067,1.014,7.01,101.08,6.43,31.04,65,1.045,66.0,1.25,Specific Gravity,All Grain,1.0,18.33,American IPA
4268,16090,11.36,1.058,1.015,5.65,38.96,7.1,17.03,60,1.039,70.0,1.5,Specific Gravity,All Grain,1.0,20.0,American Amber Ale
4269,16091,20.82,1.075,1.018,7.49,126.66,4.89,26.5,90,1.0590000000000002,75.0,1.25,Specific Gravity,All Grain,1.0,20.0,Imperial IPA
4270,16094,21.0,17.2392,3.54803,7.47,73.66,8.44,25.5,60,14.3,80.0,3.0,Plato,All Grain,1.0,15.0,American IPA
4271,16095,20.0,17.1745,2.99638,7.72,62.7,37.92,24.7,60,13.0,80.0,3.5,Plato,All Grain,1.0,18.0,American Stout
4272,16098,21.0,15.0526,4.37306,5.8,58.15,8.97,27.0,75,11.8,77.0,3.0,Plato,All Grain,0.35,19.0,American IPA
4273,16106,20.5,1.054,1.013,5.39,25.1,16.62,20.0,60,1.055,65.0,3.0,Specific Gravity,All Grain,1.0,12.0,Irish Red Ale
4274,16112,18.93,1.047,1.012,4.58,95.38,50.0,22.71,80,1.039,50.0,1.5,Specific Gravity,All Grain,0.5,21.11,American Stout
4275,16115,20.82,1.074,1.022,6.87,43.52,29.25,28.39,60,1.054,70.0,1.5,Specific Gravity,All Grain,0.5,18.33,American Brown Ale
4276,16118,37.85,1.0759999999999998,1.019,7.48,58.08,22.23,45.42,60,1.064,70.0,1.25,Specific Gravity,All Grain,0.5,15.56,American Brown Ale
4277,16120,20.82,1.074,1.018,7.32,30.81,5.58,28.39,60,1.054,65.0,1.3,Specific Gravity,All Grain,0.35,17.78,American IPA
4278,16123,30.0,1.053,1.01,5.64,39.05,9.32,40.2,60,1.04,75.0,2.5,Specific Gravity,All Grain,0.5,20.0,American Pale Ale
4279,16124,28.0,1.0490000000000002,1.009,5.26,61.85,13.92,30.0,60,1.046,70.0,2.5,Specific Gravity,All Grain,2.0,18.0,American Light Lager
4280,16131,18.93,1.052,1.015,4.84,26.04,3.89,26.5,90,1.037,65.0,1.25,Specific Gravity,All Grain,0.35,16.67,Witbier
4281,16138,20.82,1.058,1.014,5.78,44.13,7.07,28.39,60,1.042,57.0,1.5,Specific Gravity,All Grain,1.25,18.89,American Pale Ale
4282,16139,27.0,1.071,1.011,7.87,60.64,7.21,30.0,60,1.063,75.0,2.5,Specific Gravity,All Grain,0.75,15.0,American IPA
4283,16150,26.0,1.045,1.01,4.52,43.65,7.38,30.0,60,1.039,70.0,2.5,Specific Gravity,All Grain,0.5,18.0,American Pale Ale
4284,16154,41.64,1.051,1.012,5.09,21.72,4.61,49.21,60,1.043,75.0,1.5,Specific Gravity,All Grain,0.75,18.33,Blonde Ale
4285,16160,40.13,1.036,1.005,4.05,10.78,2.55,28.01,60,1.052,68.0,1.5,Specific Gravity,All Grain,0.35,18.33,American Light Lager
4286,16168,17.0,1.069,1.01,7.66,81.14,11.33,26.1,60,1.041,70.0,2.5,Specific Gravity,All Grain,1.0,21.0,Imperial IPA
4287,16170,20.0,1.051,1.01,5.36,35.15,12.23,23.0,60,1.044,70.0,3.0,Specific Gravity,All Grain,0.5,18.0,American Amber Ale
4288,16171,10.0,1.058,1.014,5.77,65.76,9.09,10.0,60,1.058,75.0,3.75,Specific Gravity,All Grain,0.5,18.0,American IPA
4289,16174,9.46,1.074,1.018,7.46,175.71,10.33,15.14,60,1.047,70.0,1.5,Specific Gravity,All Grain,1.0,20.0,American IPA
4290,16176,11.36,1.051,1.014,4.87,13.61,3.68,15.14,60,1.038,70.0,1.5,Specific Gravity,All Grain,0.75,21.11,Witbier
4291,16178,17.98,1.06,1.013,6.14,88.24,7.33,22.33,60,1.048,55.0,1.5,Specific Gravity,All Grain,1.0,20.56,American IPA
4292,16184,25.0,1.052,1.013,5.2,28.15,12.82,29.5,60,1.044,75.0,2.9,Specific Gravity,All Grain,0.5,20.0,American Amber Ale
4293,16192,20.82,1.043,1.011,4.22,73.56,8.22,28.39,60,1.031,70.0,1.5,Specific Gravity,All Grain,0.35,20.0,American Pale Ale
4294,16193,18.93,1.071,1.017,7.15,61.34,11.77,28.39,90,1.048,70.0,1.3,Specific Gravity,All Grain,0.75,22.22,American IPA
4295,16199,20.82,1.05,1.011,5.14,31.48,5.17,26.5,60,1.04,75.0,1.25,Specific Gravity,All Grain,0.75,21.11,Blonde Ale
4296,16204,11.36,1.056,1.011,5.81,41.31,5.06,22.71,60,1.028,65.0,1.5,Specific Gravity,All Grain,0.35,18.33,American IPA
4297,16206,39.75,1.0590000000000002,1.015,5.79,38.22,5.16,30.28,60,1.077,75.0,1.5,Specific Gravity,All Grain,0.75,20.0,American Pale Ale
4298,16207,23.0,1.051,1.012,5.07,64.34,4.45,26.0,60,1.045,75.0,3.35,Specific Gravity,All Grain,0.35,20.0,American IPA
4299,16220,21.0,1.044,1.007,4.79,46.85,5.92,28.5,60,1.032,58.0,3.17,Specific Gravity,All Grain,0.75,20.0,American Pale Ale
4300,16222,60.0,1.052,1.01,5.52,25.03,3.19,70.0,60,1.045,78.0,2.0,Specific Gravity,All Grain,1.0,70.0,Saison
4301,16223,49.21,16.4966,4.047540000000001,6.78,71.48,4.09,53.0,60,15.4,90.0,1.5,Plato,All Grain,0.5,19.44,American IPA
4302,16227,55.0,1.053,1.004,6.41,26.81,11.72,60.0,90,1.0490000000000002,75.0,2.5,Specific Gravity,All Grain,0.5,22.0,Saison
4303,16233,21.0,1.058,1.012,5.97,67.26,8.49,26.0,80,1.046,65.0,2.0,Specific Gravity,All Grain,1.25,17.0,American IPA
4304,16236,22.5,1.07,1.012,7.56,144.7,5.45,25.0,60,1.063,55.0,3.0,Specific Gravity,All Grain,0.75,20.0,Imperial IPA
4305,16237,19.87,1.063,1.014,6.36,50.66,5.95,30.28,90,1.041,65.0,1.5,Specific Gravity,All Grain,0.5,16.67,American IPA
4306,16242,33.0,1.052,1.013,5.14,26.18,22.53,40.0,60,1.038,70.0,3.5,Specific Gravity,All Grain,0.75,21.0,American Brown Ale
4307,16247,60.0,1.054,1.013,5.41,34.55,8.66,65.3,60,1.0490000000000002,70.0,3.0,Specific Gravity,All Grain,0.75,19.0,American Pale Ale
4308,16249,20.82,1.067,1.011,7.36,93.03,10.61,32.18,60,1.044,75.0,1.33,Specific Gravity,All Grain,2.0,18.89,American IPA
4309,16257,21.0,1.047,1.009,4.91,30.44,7.0,28.5,60,1.035,70.0,5.0,Specific Gravity,All Grain,0.35,20.0,Blonde Ale
4310,16261,18.93,1.061,1.013,6.39,29.1,3.43,22.71,90,1.051,80.0,1.5,Specific Gravity,All Grain,0.5,20.0,Saison
4311,16265,18.93,1.057,1.015,5.55,155.95,9.46,26.5,60,1.041,65.0,1.5,Specific Gravity,All Grain,0.35,16.67,American IPA
4312,16269,18.93,1.0590000000000002,1.015,5.76,90.63,7.33,26.5,60,1.042,65.0,2.45,Specific Gravity,All Grain,0.75,21.11,American IPA
4313,16275,1112.91,1.068,1.013,7.25,84.09,8.56,1173.48,60,1.064,83.0,1.25,Specific Gravity,All Grain,0.75,20.0,American IPA
4314,16279,37.85,1.063,1.011,6.79,61.03,10.63,45.42,60,1.052,70.0,1.2,Specific Gravity,All Grain,0.35,21.11,American IPA
4315,16284,18.93,1.048,1.009,5.11,28.24,15.97,24.61,60,1.037,70.0,1.5,Specific Gravity,All Grain,0.35,20.0,American Amber Ale
4316,16288,20.82,1.057,1.015,5.43,22.71,9.23,30.28,90,1.039,73.0,3.0,Specific Gravity,All Grain,2.0,20.0,Irish Red Ale
4317,16291,22.71,1.069,1.017,6.84,182.0,5.34,30.28,90,1.052,80.0,1.75,Specific Gravity,All Grain,1.0,16.67,American IPA
4318,16294,20.82,1.08,1.02,7.83,20.44,4.85,28.39,60,1.0590000000000002,70.0,1.5,Specific Gravity,All Grain,1.0,21.11,American IPA
4319,16295,19.0,1.042,1.01,4.25,19.85,2.27,26.0,60,1.031,70.0,3.0,Specific Gravity,All Grain,0.75,18.0,American Light Lager
4320,16296,39.75,1.056,1.01,5.95,59.9,4.9,51.1,70,1.043,70.0,1.3,Specific Gravity,All Grain,1.0,18.33,American Pale Ale
4321,16299,18.93,1.065,1.02,5.9,35.78,8.41,24.61,60,1.05,75.0,1.5,Specific Gravity,All Grain,0.5,20.0,American Pale Ale
4322,16301,37.85,1.042,1.007,4.54,25.57,3.16,47.32,90,1.034,80.0,1.5,Specific Gravity,All Grain,0.5,20.0,Witbier
4323,16302,43.53,1.097,1.024,9.7,113.57,12.06,51.1,90,1.083,68.0,1.25,Specific Gravity,All Grain,1.25,21.67,Imperial IPA
4324,16304,28.0,1.056,1.013,5.67,53.17,5.98,37.0,60,1.042,70.0,3.25,Specific Gravity,All Grain,0.5,66.0,American IPA
4325,16311,18.93,1.069,1.018,6.69,51.52,7.46,24.61,60,1.053,75.0,1.44,Specific Gravity,All Grain,2.0,18.33,American Amber Ale
4326,16312,18.0,1.062,1.012,6.54,66.36,6.47,25.0,60,1.045,70.0,3.5,Specific Gravity,All Grain,0.75,18.0,American IPA
4327,16320,20.82,1.039,1.007,4.08,40.71,6.14,24.61,90,1.033,70.0,1.7,Specific Gravity,All Grain,0.75,22.22,American Pale Ale
4328,16329,20.82,1.07,1.016,7.13,486.52,9.45,28.39,75,1.052,70.0,1.5,Specific Gravity,All Grain,0.75,21.11,American IPA
4329,16331,20.82,1.09,1.024,8.61,44.67,40.02,28.39,60,1.0659999999999998,55.0,1.5,Specific Gravity,All Grain,0.35,20.0,American Stout
4330,16333,5.0,1.082,1.018,8.4,81.31,16.03,9.0,60,1.046,83.0,3.5,Specific Gravity,All Grain,0.75,19.0,Imperial IPA
4331,16339,4.7,1.071,1.016,7.27,83.69,6.65,6.5,90,1.051,75.0,2.5,Specific Gravity,All Grain,0.75,19.0,American IPA
4332,16340,40.0,1.057,1.013,5.69,52.95,5.95,48.0,90,1.047,85.0,3.0,Specific Gravity,All Grain,0.75,20.0,American IPA
4333,16347,20.82,1.058,1.01,6.32,65.62,7.87,28.39,60,1.042,70.0,1.5,Specific Gravity,All Grain,0.35,18.33,American IPA
4334,16348,21.77,1.0659999999999998,1.011,7.17,76.09,7.05,32.18,60,1.04,63.0,1.3,Specific Gravity,All Grain,1.0,20.0,American IPA
4335,16351,18.93,1.078,1.018,7.92,122.06,10.9,21.96,60,1.067,77.0,1.4,Specific Gravity,All Grain,1.0,20.56,Imperial IPA
4336,16354,20.82,1.0759999999999998,1.012,8.35,182.52,6.77,32.18,60,1.043,70.0,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
4337,16357,80.0,1.051,1.009,5.42,66.66,5.83,82.0,60,1.0490000000000002,64.0,2.6,Specific Gravity,All Grain,0.35,18.0,American IPA
4338,16358,20.82,1.058,1.018,5.28,41.31,6.3,24.61,60,1.0490000000000002,70.0,1.25,Specific Gravity,All Grain,0.75,18.89,American IPA
4339,16372,20.0,1.052,1.01,5.53,43.96,4.35,23.0,60,1.046,70.0,2.0,Specific Gravity,All Grain,0.35,21.0,American Pale Ale
4340,16376,20.82,1.067,1.016,6.69,91.54,7.69,28.39,60,1.0490000000000002,70.0,1.5,Specific Gravity,All Grain,0.5,18.33,American IPA
4341,16377,180.0,14.0153,4.06073,5.38,63.13,8.45,200.0,60,12.7,80.0,3.1,Plato,All Grain,0.75,20.0,American IPA
4342,16379,13.25,1.051,1.011,5.24,35.31,5.94,18.93,75,1.036,70.0,1.5,Specific Gravity,All Grain,0.5,20.0,American Pale Ale
4343,16390,20.82,1.053,1.013,5.29,21.38,4.95,28.39,60,1.039,65.0,1.6,Specific Gravity,All Grain,0.35,20.0,American IPA
4344,16392,65.0,1.05,1.008,5.62,92.8,5.0,68.0,60,1.048,55.0,3.0,Specific Gravity,All Grain,0.5,21.0,American Light Lager
4345,16396,9.46,1.052,1.014,4.96,72.02,30.24,15.14,60,1.032,65.0,1.5,Specific Gravity,All Grain,0.35,18.33,American Stout
4346,16397,18.93,1.063,1.014,6.42,59.76,13.24,26.5,60,1.045,70.0,1.5,Specific Gravity,All Grain,0.75,20.0,American Amber Ale
4347,16400,10.0,1.052,1.001,6.6,19.06,4.39,10.0,60,1.052,70.0,3.0,Specific Gravity,All Grain,0.5,22.0,Saison
4348,16409,13.0,1.065,1.014,6.66,18.14,17.05,19.0,75,1.044,68.0,3.0,Specific Gravity,All Grain,1.0,22.0,Saison
4349,16414,22.71,1.073,1.017,7.34,53.65,7.72,26.5,60,1.063,80.0,1.5,Specific Gravity,All Grain,0.35,20.0,American IPA
4350,16415,20.82,1.046,1.01,4.64,36.67,3.63,28.39,60,1.034,75.0,1.25,Specific Gravity,All Grain,0.5,18.33,American Pale Ale
4351,16418,20.82,1.054,1.013,5.36,25.21,14.61,24.61,60,1.046,75.0,1.5,Specific Gravity,All Grain,0.75,16.67,Irish Red Ale
4352,16419,33.0,1.054,1.012,5.51,45.99,4.55,40.0,60,1.044,76.0,2.95,Specific Gravity,All Grain,0.75,18.0,American Pale Ale
4353,16420,20.82,1.044,1.003,5.35,29.08,3.49,24.61,60,1.037,65.0,2.0,Specific Gravity,All Grain,0.35,21.11,Saison
4354,16427,18.93,1.064,1.014,6.57,93.64,15.53,28.39,60,1.043,54.0,1.5,Specific Gravity,All Grain,0.35,26.67,Saison
4355,16428,360.0,1.065,1.015,6.64,111.72,3.6,410.0,75,1.057,70.0,3.0,Specific Gravity,All Grain,0.35,18.0,Blonde Ale
4356,16431,21.0,1.045,1.007,4.93,34.66,5.28,25.5,60,1.037,62.0,2.7,Specific Gravity,All Grain,0.75,21.0,American Pale Ale
4357,16433,20.82,1.079,1.026,7.0,139.04,14.21,28.39,60,1.058,70.0,1.5,Specific Gravity,All Grain,0.35,19.44,American IPA
4358,16436,42.0,1.054,1.009,5.93,44.44,4.55,68.0,60,1.034,65.0,2.8,Specific Gravity,All Grain,0.75,18.0,American IPA
4359,16440,85.0,1.038,1.009,3.78,12.1,2.64,100.0,60,1.032,80.0,3.0,Specific Gravity,All Grain,0.35,25.0,Blonde Ale
4360,16446,1760.22,1.065,1.014,6.66,32.08,4.08,1877.56,75,1.06,78.0,1.0,Specific Gravity,All Grain,1.0,18.89,American IPA
4361,16448,30.0,1.051,1.012,5.22,34.79,7.64,40.0,60,1.039,70.0,3.0,Specific Gravity,All Grain,0.35,19.0,American Pale Ale
4362,16453,7.57,13.9458,2.81273,5.99,35.97,13.46,11.36,60,9.4,65.0,1.5,Plato,All Grain,0.35,20.0,American Amber Ale
4363,16454,43.53,1.0590000000000002,1.012,6.13,46.51,6.74,47.32,60,1.054,75.0,1.25,Specific Gravity,All Grain,1.25,18.33,American IPA
4364,16479,22.0,1.072,1.014,7.67,66.82,5.64,27.0,60,1.0590000000000002,75.0,1.5,Specific Gravity,All Grain,0.75,20.0,American IPA
4365,16481,18.93,1.07,1.017,6.89,88.88,50.0,30.28,90,1.044,70.0,1.5,Specific Gravity,All Grain,0.35,22.22,American Stout
4366,16486,20.82,1.056,1.015,5.39,28.69,15.27,28.39,60,1.041,75.0,1.41,Specific Gravity,All Grain,0.35,18.89,Irish Red Ale
4367,16487,1400.6,12.4616,2.28713,5.43,70.53,3.62,1552.02,60,11.3,95.0,1.5,Plato,All Grain,0.75,18.89,American IPA
4368,16492,39.75,1.0590000000000002,1.018,5.3,33.84,8.04,47.32,60,1.0490000000000002,70.0,1.5,Specific Gravity,All Grain,0.75,17.22,American Pale Ale
4369,16493,18.93,1.131,1.031,13.12,153.54,50.0,22.71,60,1.109,70.0,1.5,Specific Gravity,All Grain,0.5,20.0,American Stout
4370,16494,18.93,1.071,1.015,7.35,91.93,6.63,24.61,60,1.054,65.0,1.5,Specific Gravity,All Grain,0.5,20.0,American IPA
4371,16495,20.82,1.074,1.015,7.74,98.52,4.71,28.39,60,1.054,70.0,1.5,Specific Gravity,All Grain,1.0,20.56,American IPA
4372,16500,10.0,1.041,1.026,1.97,44.11,9.91,14.0,60,1.03,52.0,8.0,Specific Gravity,All Grain,0.35,21.0,American IPA
4373,16504,44.0,1.071,1.019,7.26,113.94,9.15,52.3,90,1.06,70.0,4.0,Specific Gravity,All Grain,1.0,20.0,American IPA
4374,16509,20.82,1.068,1.015,7.0,52.19,10.08,30.28,60,1.047,70.0,1.5,Specific Gravity,All Grain,0.5,18.89,American IPA
4375,16510,25.0,1.056,1.01,6.03,26.33,3.85,28.5,60,1.0490000000000002,75.0,3.0,Specific Gravity,All Grain,0.35,18.0,American Pale Ale
4376,16513,22.71,1.05,1.014,4.7,15.39,3.13,31.42,90,1.036,72.0,1.2,Specific Gravity,All Grain,0.75,17.78,Witbier
4377,16517,40.0,1.057,1.014,5.65,41.31,7.7,42.0,60,1.055,75.0,3.0,Specific Gravity,All Grain,0.35,20.0,American Pale Ale
4378,16519,20.82,1.064,1.012,6.84,44.88,6.99,28.39,60,1.047,60.0,1.25,Specific Gravity,All Grain,1.25,18.89,American Pale Ale
4379,16520,29.0,1.06,1.013,6.07,51.53,4.74,32.0,90,1.054,75.0,3.0,Specific Gravity,All Grain,0.35,19.0,American Pale Ale
4380,16522,19.87,1.064,1.016,6.25,62.6,5.54,26.5,60,1.048,67.0,1.5,Specific Gravity,All Grain,0.75,18.89,American Light Lager
4381,16525,22.71,1.0659999999999998,1.013,7.01,47.81,7.74,30.28,60,1.05,70.0,1.5,Specific Gravity,All Grain,0.35,20.0,American IPA
4382,16527,20.0,1.058,1.012,6.05,26.09,4.17,28.5,75,1.04,75.0,3.0,Specific Gravity,All Grain,0.35,26.0,Saison
4383,16530,20.82,1.06,1.014,6.12,45.31,5.51,24.61,60,1.051,70.0,1.5,Specific Gravity,All Grain,1.25,20.0,American IPA
4384,16531,53.0,1.044,1.01,4.53,20.45,12.69,50.0,60,1.047,65.0,3.0,Specific Gravity,All Grain,0.75,22.0,Irish Red Ale
4385,16532,24.0,1.052,1.011,5.55,39.36,7.89,28.0,60,1.045,85.0,3.5,Specific Gravity,All Grain,0.75,18.0,American Pale Ale
4386,16533,56.78,1.056,1.009,6.14,65.14,4.22,68.14,60,1.047,60.0,1.16,Specific Gravity,All Grain,0.35,21.11,American IPA
4387,16538,18.93,1.041,1.009,4.19,18.13,3.63,24.61,60,1.032,65.0,2.0,Specific Gravity,All Grain,0.35,22.22,Witbier
4388,16539,21.77,1.062,1.004,7.65,52.53,5.05,26.5,60,1.051,65.0,1.25,Specific Gravity,All Grain,1.0,22.22,Saison
4389,16543,22.0,1.056,1.013,5.69,51.05,13.59,25.0,60,1.05,75.0,3.5,Specific Gravity,All Grain,1.25,20.0,American IPA
4390,16546,20.82,1.045,1.009,4.67,38.18,13.81,28.39,70,1.033,70.0,3.5,Specific Gravity,All Grain,0.5,18.33,American Pale Ale
4391,16550,20.0,1.0659999999999998,1.011,7.16,62.19,10.71,24.0,60,1.055,75.0,3.6,Specific Gravity,All Grain,0.75,20.0,American IPA
4392,16551,22.71,1.062,1.012,6.51,38.47,3.64,28.39,60,1.05,73.0,1.5,Specific Gravity,All Grain,0.35,26.67,Saison
4393,16562,18.93,1.065,1.015,6.52,68.01,5.7,21.77,60,1.057,70.0,1.5,Specific Gravity,All Grain,0.5,18.89,American IPA
4394,16566,41.64,1.061,1.01,6.59,61.08,6.33,49.21,60,1.051,76.0,1.36,Specific Gravity,All Grain,0.75,20.0,American IPA
4395,16567,20.0,1.062,1.011,6.65,65.69,13.98,24.0,60,1.052,62.0,2.9,Specific Gravity,All Grain,0.35,20.0,American Pale Ale
4396,16571,20.82,1.125,1.021,13.67,88.37,43.44,28.39,120,1.092,70.0,1.25,Specific Gravity,All Grain,1.0,19.44,American Stout
4397,16576,41.64,1.055,1.013,5.5,50.38,9.58,47.32,60,1.048,75.0,1.33,Specific Gravity,All Grain,0.75,18.33,American Pale Ale
4398,16577,1292.72,17.3549,2.51543,8.07,104.66,7.02,1347.61,90,16.7,81.0,1.5,Plato,All Grain,1.25,18.33,Imperial IPA
4399,16580,22.71,1.053,1.01,5.6,32.95,10.34,28.39,60,1.042,70.0,1.5,Specific Gravity,All Grain,1.0,20.0,American Pale Ale
4400,16583,20.82,1.055,1.01,5.8,47.57,7.13,28.39,60,1.04,70.0,1.5,Specific Gravity,All Grain,0.35,17.78,American Pale Ale
4401,16587,20.82,1.06,1.012,6.38,35.52,20.61,24.61,60,1.051,70.0,1.4,Specific Gravity,All Grain,1.0,20.0,American Brown Ale
4402,16588,20.82,1.069,1.013,7.31,51.23,4.77,28.39,60,1.051,75.0,1.25,Specific Gravity,All Grain,0.35,15.56,American IPA
4403,16589,100.0,1.047,1.01,4.84,49.26,6.33,110.0,60,1.043,75.0,3.0,Specific Gravity,All Grain,0.75,20.0,American Pale Ale
4404,16591,18.93,1.074,1.019,7.21,77.11,5.26,24.61,60,1.057,67.0,1.5,Specific Gravity,All Grain,1.0,18.33,American IPA
4405,16592,20.82,1.068,1.016,6.88,66.94,12.82,28.39,60,1.05,70.0,1.5,Specific Gravity,All Grain,0.75,11.11,American IPA
4406,16596,10.0,1.051,1.011,5.26,46.17,5.65,14.0,70,1.036,70.0,3.0,Specific Gravity,All Grain,0.35,20.0,American Pale Ale
4407,16598,37.85,1.065,1.011,6.98,56.28,11.57,49.21,60,1.05,75.0,1.3,Specific Gravity,All Grain,0.5,20.0,American IPA
4408,16607,40.0,1.09,1.016,9.69,98.52,7.9,50.0,70,1.072,70.0,2.0,Specific Gravity,All Grain,0.5,25.0,Imperial IPA
4409,16610,20.82,1.04,1.007,4.3,83.82,21.4,18.93,90,1.044,35.0,1.5,Specific Gravity,All Grain,0.35,26.67,Saison
4410,16613,20.82,1.0590000000000002,1.014,5.79,59.41,22.86,28.39,60,1.043,70.0,1.5,Specific Gravity,All Grain,0.35,20.0,Irish Red Ale
4411,16616,423.97,1.092,1.014,10.31,178.17,5.92,484.53,90,1.069,68.0,1.25,Specific Gravity,All Grain,1.0,18.89,Imperial IPA
4412,16619,25.0,1.062,1.014,6.27,79.36,8.54,28.0,90,1.055,75.0,3.0,Specific Gravity,All Grain,1.0,18.0,American IPA
4413,16627,83.28,1.056,1.013,5.69,30.75,4.49,90.85,90,1.051,70.0,1.5,Specific Gravity,All Grain,0.5,20.0,Witbier
4414,16629,23.0,1.055,1.01,5.89,45.88,6.22,27.0,60,1.047,75.0,3.5,Specific Gravity,All Grain,0.75,17.0,American IPA
4415,16630,37.85,1.054,1.011,5.62,23.66,5.59,43.53,60,1.047,72.0,1.5,Specific Gravity,All Grain,0.75,20.0,Saison
4416,16650,19.87,1.099,1.018,10.59,122.49,45.37,24.61,60,1.08,75.0,1.25,Specific Gravity,All Grain,0.75,18.33,Imperial IPA
4417,16657,19.87,11.4918,2.58666,4.74,45.3,6.1,24.61,60,9.4,75.0,1.33,Plato,All Grain,0.35,18.33,American Pale Ale
4418,16659,1800.0,1.069,1.017,6.82,83.04,6.73,2000.0,60,1.062,72.0,3.0,Specific Gravity,All Grain,1.0,17.0,Imperial IPA
4419,16663,20.0,1.061,1.013,6.25,63.94,6.53,29.0,60,1.042,70.0,3.0,Specific Gravity,All Grain,0.75,20.0,American Pale Ale
4420,16670,21.0,1.05,1.014,4.82,30.35,18.29,28.5,60,1.037,72.0,3.0,Specific Gravity,All Grain,0.35,18.0,American Brown Ale
4421,16673,20.82,1.0659999999999998,1.01,7.31,53.95,10.2,28.39,60,1.048,65.0,1.25,Specific Gravity,All Grain,0.35,19.44,American IPA
4422,16675,21.0,1.055,1.013,5.51,39.53,7.42,25.0,60,1.046,80.0,1.5,Specific Gravity,All Grain,1.25,23.0,American Pale Ale
4423,16676,50.0,1.048,1.008,5.2,18.47,3.64,60.0,60,1.04,70.0,3.0,Specific Gravity,All Grain,0.35,20.0,Blonde Ale
4424,16682,37.85,1.04,1.007,4.37,46.37,16.82,53.0,85,1.029,65.0,1.35,Specific Gravity,All Grain,1.25,20.0,American Amber Ale
